image_name,face_width,face_height,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,is_tongue_out,is_duck_face,face_cent_x,face_cent_y
10011266_491432130958715_219214926_a,120,120,0.0,0.003,0.0,0.0,0.0,0.995,0.001,0.0,-1,-1,175.0,93.0
10011266_535182046600965_1530931178_a,140,140,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,121.0,161.0
10011266_554009781364090_478260684_a,97,97,0.0,0.0,0.0,0.0,0.0,0.991,0.008,0.001,-1,-1,159.5,120.5
10011266_628160273929691_787663924_a,171,171,0.0,0.002,0.0,0.001,0.002,0.643,0.35100000000000003,0.001,-1,-1,174.5,146.5
10011267_1438110316435006_770269084_a,166,166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,188.0,83.0
10011269_1423550841237644_28185606_a,165,165,0.0,0.001,0.0,0.0,0.752,0.16899999999999998,0.0,0.077,-1,-1,183.5,122.5
10011269_1438365446403266_1409897661_a,119,119,0.0,0.0,0.0,0.0,0.001,0.992,0.006999999999999999,0.0,-1,-1,138.5,70.5
10011269_392568980884652_980498290_a,108,108,0.094,0.0,0.001,0.0,0.905,0.0,0.0,0.0,-1,-1,189.0,162.0
10011269_454733991325917_1416398373_a,140,140,0.0,0.0,0.0,0.0,0.904,0.095,0.0,0.001,-1,-1,141.0,161.0
10011269_490436214417421_168847150_a,168,168,0.0,0.078,0.0,0.0,0.8140000000000001,0.10800000000000001,0.0,0.0,-1,-1,86.0,148.0
10011269_615379825218996_1803382461_a,163,163,0.0,0.001,0.0,0.0,0.006,0.993,0.0,0.0,-1,-1,115.5,143.5
10011269_642974922417054_21642898_a,113,113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,132.5,131.5
10011269_697274306981983_173945719_a,152,152,0.0,0.0,0.0,0.0,0.927,0.07200000000000001,0.0,0.0,-1,-1,149.0,96.0
10011271_508783095898383_447735749_a,216,216,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,-1,-1,148.0,179.0
10011272_1408148792788231_660058029_a,132,132,0.0,0.002,0.0,0.0,0.036000000000000004,0.961,0.001,0.001,-1,-1,106.0,106.0
10011272_1409034312699488_1726587610_a,185,185,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,-1,-1,165.5,169.5
10011272_1410398699230560_1521282524_a,159,159,0.003,0.08800000000000001,0.0,0.0,0.039,0.87,0.0,0.0,-1,1,217.5,134.5
10011272_1486031628278059_595898074_a,116,116,0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,-1,1,108.0,104.0
10011272_633386986741569_721863691_a,172,172,0.0,0.006999999999999999,0.0,0.0,0.5770000000000001,0.415,0.0,0.0,-1,-1,172.0,99.0
10011272_736621633025633_855970097_a,58,58,0.0,0.002,0.0,0.0,0.998,0.0,0.0,0.0,-1,-1,141.0,76.0
10011272_765006366857695_2085187581_a,178,178,0.0,0.002,0.0,0.0,0.9009999999999999,0.09699999999999999,0.0,0.0,-1,-1,194.0,116.0
10011273_1401635583445162_1104783358_a,238,238,0.0,0.002,0.0,0.0,0.998,0.0,0.0,0.0,-1,-1,152.0,122.0
10011273_1484795775072725_1335912958_a,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,150.0,152.0
10011273_497501520355924_774193409_a,147,147,0.0,0.0,0.0,0.0,0.0,0.9590000000000001,0.019,0.021,-1,-1,163.5,161.5
10011273_597506080344975_1894471026_a,145,142,0.0,0.0,0.0,0.0,0.0,0.991,0.003,0.006,-1,-1,103.5,71.0
10011273_605723409520365_1351334701_a,153,153,0.0,0.033,0.0,0.0,0.001,0.963,0.003,0.0,-1,-1,173.5,189.5
10011273_731649663552616_790138049_a,65,65,0.001,0.001,0.0,0.0,0.039,0.958,0.001,0.0,-1,-1,232.5,73.5
10011276_233440910193088_1096866762_a,51,51,0.0,0.002,0.0,0.001,0.001,0.626,0.37,0.0,-1,-1,157.5,130.5
10011277_1419920284933625_1496759521_a,132,132,0.051,0.003,0.004,0.0,0.0,0.941,0.001,0.0,-1,1,143.0,171.0
10011277_228900457306089_1659363253_a,221,214,0.0,0.001,0.0,0.0,0.0,0.997,0.002,0.0,-1,-1,194.5,107.0
10011278_1422640264658216_1551938316_a,108,108,0.0,0.019,0.0,0.0,0.17300000000000001,0.785,0.022000000000000002,0.0,-1,-1,129.0,91.0
10011278_1440036449569739_1991590510_a,164,164,0.0,0.001,0.0,0.0,0.0,0.993,0.005,0.0,-1,1,144.0,159.0
10011278_1483219165226749_638980489_a,119,119,0.0,0.001,0.0,0.0,0.997,0.001,0.0,0.001,-1,-1,147.5,154.5
10011278_250845055101100_1654048280_a,111,111,0.005,0.0,0.0,0.001,0.0,0.065,0.0,0.929,-1,1,174.5,111.5
10011278_478386638929265_1413128261_a,115,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,156.5,196.5
10011278_675712322470883_403408406_a,141,141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,161.5,154.5
10011278_713981168654462_1372938186_a,109,109,0.0,0.005,0.0,0.0,0.182,0.812,0.0,0.0,-1,-1,145.5,65.5
10011279_1491132887776419_753063327_a,117,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,65.5,92.5
10011279_242952719223044_1788672267_a,200,200,0.005,0.067,0.002,0.002,0.001,0.34600000000000003,0.001,0.5760000000000001,-1,-1,165.0,174.0
10011279_375431522598169_1252769546_a,115,115,0.0,0.0,0.0,0.0,0.0,0.995,0.004,0.0,-1,-1,123.5,107.5
10011279_427253850752806_1956403626_a,165,165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,-1,160.5,207.5
10011279_551301758323484_2054147454_a,123,123,0.0,0.0,0.0,0.0,0.0,0.976,0.023,0.0,-1,-1,172.5,159.5
10011279_724863687536447_2054296129_a,133,133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,119.5,127.5
10011281_1412670585662941_729891116_a,134,134,0.0,0.0,0.0,0.0,0.001,0.998,0.001,0.0,-1,-1,143.0,186.0
10011281_1424849114432300_1311896554_a,102,102,0.0,0.0,0.0,0.0,0.966,0.006999999999999999,0.0,0.026000000000000002,-1,-1,125.0,97.0
10011281_1432790006968365_1361706310_a,98,98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,150.0,103.0
10011281_265867906924410_1478859464_a,109,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,142.5,54.5
10011281_278264332341527_1609462569_a,116,116,0.0,0.048,0.0,0.0,0.0,0.945,0.004,0.003,-1,-1,145.0,133.0
10011281_385974674877083_1377526492_a,101,101,0.09699999999999999,0.006,0.073,0.02,0.033,0.267,0.016,0.489,1,-1,174.5,132.5
10011281_842443335770860_2069003716_a,111,93,0.0,0.006,0.0,0.0,0.034,0.958,0.003,0.0,-1,-1,150.5,46.5
10011285_229179150612971_1370735031_a,96,96,0.0,0.001,0.0,0.0,0.369,0.629,0.0,0.0,-1,-1,157.0,141.0
10011285_394148167392876_899643001_a,145,145,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,-1,-1,146.5,95.5
10011285_543652889087518_1695745410_a,72,72,0.023,0.002,0.0,0.001,0.0,0.172,0.0,0.8009999999999999,-1,-1,124.0,67.0
10011285_656682581066266_497982181_a,109,109,0.0,0.0,0.0,0.0,0.002,0.997,0.0,0.0,-1,-1,143.5,124.5
10011285_859388720744076_983562505_a,119,119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,129.5,64.5
10011286_297130273770146_1683654114_a,122,122,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,-1,-1,132.0,140.0
10011286_443424345803907_1660150294_a,183,183,0.0,0.027999999999999997,0.0,0.0,0.0,0.865,0.105,0.002,-1,-1,141.5,178.5
10011286_490208474440199_598052707_a,106,106,0.0,0.02,0.0,0.0,0.7440000000000001,0.23399999999999999,0.0,0.001,-1,-1,199.0,178.0
10011286_531607166948658_2144152937_a,147,147,0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,-1,-1,126.5,132.5
10011289_1496453550575540_1719457055_a,74,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,142.0,141.0
10011289_229654797243187_1644328142_a,151,151,0.002,0.001,0.0,0.0,0.002,0.991,0.004,0.0,-1,-1,146.5,169.5
10011289_310792002402159_761074523_a,222,225,0.0,0.008,0.0,0.0,0.917,0.075,0.0,0.0,1,1,194.0,112.5
10011289_311375532350719_1788913942_a,139,139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,177.5,143.5
10011289_446584585472111_1991797616_a,102,102,0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,-1,1,152.0,171.0
10011289_732493256771250_37255908_a,123,123,0.0,0.0,0.0,0.0,0.001,0.997,0.001,0.001,-1,-1,140.5,94.5
10011289_745544475480333_726863226_a,114,107,0.0,0.018000000000000002,0.0,0.0,0.076,0.905,0.001,0.0,-1,-1,182.0,53.5
10011290_1428406830741105_1518849943_a,158,158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,165.0,113.0
10011290_1452074878362881_453991722_a,104,103,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,-1,-1,145.0,51.5
10011290_1470354476515683_1539090264_a,183,183,0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,-1,-1,154.5,91.5
10011290_225217751022708_1249425627_a,119,119,0.0,0.003,0.0,0.0,0.787,0.21100000000000002,0.0,0.0,-1,-1,165.5,164.5
10011290_626789204065525_484058514_a,142,142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,149.0,136.0
10011290_737804082930763_1079958416_a,144,144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,120.0,72.0
10011293_263266780519419_1388732765_a,168,159,0.0,0.002,0.0,0.0,0.8440000000000001,0.153,0.0,0.001,-1,-1,143.0,79.5
10011293_283894261773836_2121626778_a,166,166,0.0,0.001,0.0,0.0,0.003,0.9940000000000001,0.001,0.001,-1,-1,146.0,172.0
10011293_473628886099287_217990923_a,81,81,0.0,0.006,0.0,0.0,0.655,0.33799999999999997,0.0,0.0,-1,-1,110.5,103.5
10011293_535280026588974_1912112028_a,143,143,0.0,0.045,0.0,0.0,0.426,0.528,0.001,0.0,-1,-1,154.5,173.5
10011293_589407774489588_1192720515_a,155,155,0.0,0.258,0.0,0.0,0.6990000000000001,0.04,0.0,0.003,-1,-1,168.5,186.5
10011293_632504283497672_1278092434_a,131,131,0.0,0.002,0.0,0.0,0.532,0.465,0.0,0.0,-1,-1,159.5,117.5
10011293_650625161653697_2100397842_a,110,131,0.001,0.001,0.0,0.0,0.0,0.909,0.08900000000000001,0.0,-1,-1,55.0,213.5
10011293_678901832170199_1788035254_a,136,136,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.001,-1,-1,143.0,144.0
10011293_684254708302918_2142132587_a,133,133,0.0,0.005,0.0,0.0,0.519,0.475,0.0,0.0,-1,-1,149.5,142.5
10011294_1402553306684701_320124429_a,151,151,0.0,0.001,0.0,0.0,0.027999999999999997,0.97,0.0,0.0,-1,-1,101.5,91.5
10011294_1410853525849250_1879045907_a,188,188,0.0,0.0,0.0,0.0,0.718,0.27,0.008,0.003,-1,-1,159.0,120.0
10011294_1428992940685422_1651683233_a,185,180,0.0,0.005,0.0,0.0,0.004,0.946,0.045,0.0,-1,-1,175.5,90.0
10011294_309307289218063_1545577856_a,168,168,0.0,0.001,0.0,0.0,0.997,0.003,0.0,0.0,-1,-1,103.0,108.0
10011294_385470928259861_62480616_a,115,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,157.5,129.5
10011294_496279710493862_369891070_a,123,123,0.0,0.001,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,-1,-1,147.5,110.5
10011294_516061221827876_385408008_a,136,136,0.0,0.005,0.0,0.0,0.988,0.005,0.0,0.002,-1,-1,177.0,137.0
10011294_544674038981601_1924775262_a,159,159,0.0,0.003,0.0,0.0,0.88,0.11699999999999999,0.0,0.0,-1,-1,139.5,184.5
10011294_612254098856611_1721093713_a,250,264,0.0,0.10800000000000001,0.0,0.0,0.15,0.682,0.06,0.0,-1,-1,180.0,160.0
10011294_628980157189352_829020536_a,64,64,0.0,0.001,0.0,0.0,0.995,0.004,0.0,0.0,-1,-1,82.0,86.0
10011294_646201472117641_2024466850_a,75,75,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,-1,-1,132.5,113.5
10011294_682236158484389_1603179083_a,140,140,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,-1,-1,151.0,137.0
10011295_510553252382663_814941610_a,77,77,0.0,0.13699999999999998,0.0,0.0,0.018000000000000002,0.8440000000000001,0.001,0.0,-1,-1,211.5,78.5
10011295_621087117968460_976005969_a,97,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,1,116.5,101.5
10011295_837648099584016_863722909_a,127,127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,-1,156.5,142.5
10011297_259945390855031_722470321_a,90,90,0.0,0.005,0.0,0.001,0.99,0.002,0.0,0.002,-1,-1,191.0,118.0
10011297_399015876904700_1591256603_a,136,136,0.0,0.001,0.0,0.0,0.17,0.828,0.0,0.0,-1,-1,180.0,134.0
10011297_478984562227107_1843026873_a,112,112,0.0,0.777,0.0,0.0,0.009000000000000001,0.213,0.001,0.0,-1,-1,135.0,176.0
10011297_597416310340888_1060840896_a,183,183,0.001,0.002,0.0,0.002,0.0,0.96,0.012,0.023,-1,-1,156.5,157.5
10011297_621624151259428_1316326063_a,157,157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,160.5,96.5
10011297_627945127283949_830366033_a,113,113,0.0,0.006,0.0,0.0,0.659,0.33399999999999996,0.0,0.0,-1,-1,152.5,91.5
10011297_650623278318967_899225973_a,159,159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,167.5,157.5
10011300_1466509113580398_1405342019_a,259,259,0.0,0.006,0.0,0.0,0.08199999999999999,0.91,0.0,0.002,-1,-1,165.5,156.5
10011300_1481190132095880_973167688_a,181,181,0.0,0.0,0.0,0.0,0.961,0.038,0.0,0.0,-1,-1,135.5,144.5
10011300_290877091070378_1878373636_a,127,127,0.0,0.002,0.0,0.0,0.9940000000000001,0.004,0.0,0.0,-1,-1,149.5,77.5
10011300_641464649236645_690199638_a,127,127,0.0,0.073,0.0,0.0,0.927,0.0,0.0,0.0,-1,-1,146.5,166.5
10011302_233392306860927_1164802943_a,131,131,0.0,0.006999999999999999,0.0,0.0,0.991,0.002,0.0,0.0,-1,-1,130.5,93.5
10011302_238160303037125_2066156594_a,171,171,0.0,0.568,0.0,0.0,0.001,0.42200000000000004,0.001,0.008,-1,1,184.5,140.5
10011302_297858243703978_1756413313_a,104,104,0.0,0.254,0.0,0.0,0.0,0.745,0.0,0.0,-1,-1,128.0,87.0
10011302_497604090365489_951778018_a,235,233,0.0,0.001,0.0,0.0,0.09699999999999999,0.872,0.0,0.028999999999999998,-1,-1,145.5,116.5
10011302_522108994560881_105146791_a,131,131,0.0,0.005,0.0,0.0,0.239,0.755,0.0,0.0,-1,-1,132.5,144.5
10011302_668958016483983_436665658_a,198,198,0.0,0.001,0.0,0.0,0.001,0.997,0.001,0.0,-1,-1,142.0,141.0
10011303_447129222084538_669799872_a,125,125,0.001,0.046,0.0,0.0,0.001,0.831,0.12,0.0,-1,-1,153.5,131.5
10011303_658334314227386_283757140_a,173,173,0.0,0.0,0.0,0.0,0.004,0.9940000000000001,0.001,0.0,-1,-1,122.5,203.5
10011303_682556505141250_1385451539_a,127,127,0.0,0.001,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,-1,-1,221.5,147.5
10011304_242826679233784_1851756930_a,254,284,0.003,0.057999999999999996,0.07,0.124,0.01,0.373,0.354,0.008,1,-1,127.0,142.0
10011304_285944621571154_1719229358_a,127,127,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,-1,1,172.5,133.5
10011304_287165781449111_1770172875_a,133,133,0.0,0.001,0.0,0.0,0.495,0.504,0.0,0.0,-1,-1,146.5,101.5
10011304_545734528879378_1892688987_a,117,117,0.001,0.001,0.0,0.0,0.0,0.991,0.002,0.005,-1,-1,193.5,107.5
10011304_734687646553622_1466732853_a,209,203,0.0,0.157,0.0,0.0,0.129,0.7070000000000001,0.006999999999999999,0.0,-1,-1,178.5,203.5
10011306_1458673037701215_563117341_a,173,173,0.0,0.004,0.0,0.0,0.545,0.45,0.0,0.0,-1,-1,168.5,173.5
10011306_233239393547833_580015043_a,213,213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,123.5,128.5
10011306_427389597404801_1271461591_a,96,96,0.0,0.002,0.0,0.0,0.001,0.987,0.009000000000000001,0.0,-1,-1,190.0,181.0
10011306_487999951311610_1275025735_a,169,169,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,-1,-1,171.5,200.5
10011306_610491652361431_933073842_a,156,156,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,-1,-1,176.0,158.0
10011306_757121214320332_1285675812_a,138,138,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.001,-1,-1,141.0,175.0
10011307_1466762103554985_418060240_a,146,146,0.0,0.001,0.0,0.0,0.9009999999999999,0.098,0.0,0.0,-1,-1,140.0,147.0
10011307_226224264243334_671755839_a,193,193,0.028999999999999998,0.01,0.001,0.001,0.0,0.9470000000000001,0.009000000000000001,0.003,-1,-1,136.5,205.5
10011309_1422375704684722_1654717698_a,122,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,164.0,148.0
10011309_1425008197748577_1957331682_a,163,163,0.0,0.391,0.0,0.0,0.002,0.606,0.0,0.001,-1,-1,148.5,176.5
10011309_1436811539898598_1663355810_a,224,224,0.0,0.001,0.0,0.001,0.0,0.826,0.171,0.001,-1,-1,144.0,143.0
10011309_1437528756490222_2102774445_a,143,143,0.0,0.0,0.0,0.0,0.001,0.9520000000000001,0.044000000000000004,0.002,-1,-1,97.5,172.5
10011309_1456041637964942_139350045_a,219,215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,118.5,197.5
10011309_225978177601762_1920291297_a,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,105.0,101.0
10011309_227166777477217_357837179_a,139,139,0.0,0.0,0.0,0.0,0.0,0.992,0.0,0.006999999999999999,-1,1,147.5,69.5
10011309_303714146447217_1653817595_a,162,129,0.0,0.0,0.0,0.0,0.0,0.9940000000000001,0.002,0.003,-1,-1,143.0,64.5
10011309_371856109620454_699404724_a,80,80,0.0,0.0,0.0,0.0,0.922,0.078,0.0,0.0,-1,-1,137.0,102.0
10011309_543841765733015_760264037_a,133,133,0.0,0.0,0.0,0.0,0.001,0.988,0.0,0.011000000000000001,-1,-1,117.5,117.5
10011309_553073201458771_827253277_a,160,160,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,-1,-1,132.0,152.0
10011309_726095640805850_1132367852_a,148,148,0.002,0.017,0.0,0.0,0.004,0.922,0.055,0.0,-1,-1,126.0,158.0
10011310_1451053795132380_691866204_a,86,86,0.0,0.004,0.0,0.0,0.5710000000000001,0.425,0.0,0.0,-1,-1,162.0,109.0
10011310_1485761664969308_1258918243_a,140,140,0.0,0.0,0.0,0.0,0.983,0.016,0.0,0.001,-1,-1,167.0,148.0
10011310_1490104074547011_1327868444_a,122,122,0.0,0.0,0.0,0.0,0.0,0.997,0.001,0.001,-1,-1,161.0,110.0
10011310_292790620888813_262948209_a,219,209,0.0,0.022000000000000002,0.0,0.0,0.004,0.97,0.002,0.0,-1,-1,163.5,104.5
10011310_301247223359610_265534124_a,49,49,0.0,0.002,0.0,0.0,0.009000000000000001,0.9890000000000001,0.0,0.0,-1,-1,153.5,65.5
10011310_543659812421095_1466096256_a,100,100,0.0,0.001,0.0,0.0,0.997,0.0,0.0,0.002,-1,-1,185.0,105.0
10011310_782201518456766_1963543798_a,112,112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,203.0,109.0
10011310_811445545550419_1127644416_a,131,131,0.0,0.002,0.0,0.0,0.005,0.9279999999999999,0.064,0.0,1,-1,143.5,177.5
10011311_247027302148426_1815408201_a,159,159,0.0,0.0,0.0,0.0,0.0,0.828,0.171,0.0,-1,-1,176.5,187.5
10011311_291068067715727_1071149623_a,147,147,0.0,0.001,0.0,0.0,0.003,0.996,0.001,0.0,-1,1,125.5,156.5
10011311_607129839371063_1660807442_a,156,152,0.0,0.0,0.0,0.0,0.998,0.0,0.0,0.002,1,-1,160.0,76.0
10011311_628309757243191_822068427_a,134,134,0.0,0.008,0.0,0.0,0.018000000000000002,0.971,0.003,0.0,-1,-1,172.0,119.0
10011311_639417529464311_280023121_a,133,133,0.002,0.005,0.0,0.0,0.002,0.987,0.004,0.0,-1,-1,168.5,172.5
10011311_652466821495234_1655552000_a,155,119,0.0,0.009000000000000001,0.0,0.0,0.002,0.9640000000000001,0.022000000000000002,0.001,-1,1,205.5,59.5
10011313_1379899988958661_260983287_a,90,90,0.0,0.002,0.0,0.0,0.001,0.997,0.001,0.0,-1,-1,129.0,200.0
10011313_1402120343394697_1742715892_a,177,177,0.0,0.0,0.0,0.0,0.0,0.978,0.003,0.018000000000000002,-1,-1,106.5,152.5
10011313_1423487341242063_2177352_a,148,164,0.0,0.002,0.0,0.0,0.001,0.992,0.005,0.0,-1,-1,231.0,115.0
10011313_1437969863113980_1902639747_a,142,142,0.001,0.038,0.002,0.002,0.006999999999999999,0.8859999999999999,0.01,0.055,-1,-1,209.0,186.0
10011313_1464424493790263_429584285_a,114,114,0.0,0.009000000000000001,0.0,0.0,0.252,0.735,0.0,0.003,-1,-1,120.0,80.0
10011313_261844113988009_1701794389_a,132,129,0.0,0.005,0.0,0.0,0.028999999999999998,0.955,0.01,0.0,1,-1,115.0,64.5
10011313_273105562856916_168306972_a,86,86,0.0,0.0,0.0,0.0,0.9309999999999999,0.069,0.0,0.0,-1,-1,155.0,90.0
10011313_284852615011508_1907773143_a,122,122,0.0,0.031,0.0,0.0,0.925,0.043,0.0,0.0,-1,-1,153.0,119.0
10011313_608832609211700_2014589356_a,200,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,170.0,114.0
10011313_620186904742898_1149019662_a,131,131,0.0,0.0,0.0,0.001,0.0,0.091,0.0,0.9079999999999999,-1,-1,179.5,167.5
10011313_697643133625620_699165913_a,159,150,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,118.5,75.0
10011315_1468686200015307_505076318_a,130,130,0.0,0.004,0.0,0.0,0.128,0.867,0.001,0.0,-1,-1,91.0,89.0
10011315_1584573835102010_1348830431_a,100,100,0.0,0.001,0.0,0.0,0.35200000000000004,0.647,0.0,0.0,-1,-1,217.0,182.0
10011318_224251411105131_1150124918_a,101,101,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0.0,-1,-1,193.5,92.5
10011318_488944904562363_1432530629_a,70,70,0.0,0.004,0.0,0.0,0.0,0.9390000000000001,0.055999999999999994,0.0,-1,1,74.0,93.0
10011318_489080524553836_1602451582_a,122,122,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.001,1,-1,171.0,83.0
10011318_521706207938284_1320437984_a,115,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,162.5,84.5
10011318_542948659155196_1843519800_a,139,139,0.0,0.001,0.0,0.0,0.764,0.23199999999999998,0.0,0.003,-1,-1,142.5,78.5
10011318_603136823112405_1692416228_a,110,110,0.0,0.0,0.0,0.0,0.0,0.9179999999999999,0.001,0.08,-1,-1,232.0,72.0
10011318_759608210738908_308080189_a,169,169,0.005,0.006999999999999999,0.0,0.001,0.0,0.9520000000000001,0.028999999999999998,0.006,1,-1,138.5,133.5
10011319_236702113187877_988808134_a,175,162,0.0,0.002,0.0,0.0,0.0,0.978,0.019,0.0,-1,-1,98.5,81.0
10011319_241198636071306_1457195759_a,119,119,0.001,0.07200000000000001,0.001,0.0,0.009000000000000001,0.795,0.122,0.0,-1,-1,170.5,187.5
10011320_1386383038308436_736225387_a,109,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,165.5,91.5
10011320_1425491034368712_1377351256_a,126,126,0.0,0.002,0.0,0.0,0.15,0.848,0.0,0.0,-1,-1,139.0,167.0
10011320_224492101085123_1946582650_a,137,137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,112.5,136.5
10011320_263490903822570_606421466_a,116,116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,138.0,124.0
10011320_265502403627895_1581638369_a,101,101,0.0,0.0,0.0,0.0,0.003,0.996,0.001,0.0,-1,1,117.5,88.5
10011320_292058734285703_691472902_a,139,139,0.022000000000000002,0.019,0.03,0.0,0.002,0.907,0.02,0.0,-1,1,120.5,203.5
10011320_299626580162164_1001710655_a,148,148,0.028999999999999998,0.017,0.001,0.001,0.006,0.934,0.012,0.001,-1,-1,159.0,161.0
10011320_411187889018134_416655923_a,123,123,0.01,0.0,0.0,0.0,0.9329999999999999,0.0,0.0,0.057,-1,-1,93.5,165.5
10011320_444813738986618_2063369754_a,142,142,0.0,0.708,0.008,0.0,0.033,0.249,0.002,0.0,-1,-1,223.0,99.0
10011320_572821376149452_1617627520_a,144,144,0.0,0.001,0.0,0.0,0.998,0.001,0.0,0.0,-1,-1,191.0,131.0
10011322_1400816996858635_1020400757_a,107,107,0.0,0.0,0.0,0.0,0.003,0.996,0.0,0.0,-1,-1,155.5,130.5
10011322_1407704802833750_1717631460_a,175,175,0.0,0.001,0.0,0.0,0.0,0.985,0.013999999999999999,0.0,-1,-1,145.5,129.5
10011322_246491008871142_66333020_a,118,118,0.0,0.001,0.0,0.0,0.997,0.002,0.0,0.0,-1,-1,136.0,134.0
10011322_267615903411713_129285667_a,200,200,0.0,0.003,0.0,0.0,0.006,0.7140000000000001,0.27699999999999997,0.0,-1,-1,176.0,173.0
10011322_608845909199706_532902076_a,158,153,0.0,0.19,0.0,0.0,0.004,0.7909999999999999,0.015,0.0,-1,-1,105.0,76.5
10011322_612288502179860_1438345042_a,120,120,0.0,0.001,0.0,0.0,0.0,0.212,0.7859999999999999,0.0,-1,-1,137.0,117.0
10011322_625391674196100_21158765_a,105,105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,164.5,148.5
10011323_475194599249222_636920381_a,126,126,0.0,0.0,0.0,0.0,0.297,0.703,0.0,0.0,-1,-1,126.0,112.0
10011323_544900368962697_1324056232_a,56,56,0.0,0.17,0.0,0.0,0.027000000000000003,0.777,0.024,0.0,-1,-1,171.0,88.0
10011325_1398538593756928_303827055_a,37,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,151.5,99.5
10011325_1411936909069966_538340328_a,200,200,0.0,0.006999999999999999,0.0,0.0,0.496,0.496,0.0,0.0,-1,-1,190.0,194.0
10011325_1423047861282923_1447806372_a,91,91,0.0,0.001,0.0,0.0,0.9470000000000001,0.052000000000000005,0.0,0.0,-1,-1,159.5,116.5
10011325_231531800375268_1422497897_a,168,168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,185.0,93.0
